 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
58410,76954066,5,9,11607,62,7215,0,2321.4,3327.769794,20,0,6.888888889,5.30199124,151.6359123,0.181926709,5919543.538,20600000.0,74300000,1,77000000,19200000.0,38500000.0,76900000,161,76900000,9617699.125,26200000.0,74300000,1,0,0,0,0,112,192,0.064973825,0.116952885,0,7215,778.3333333,2107.034872,4439595.952,0,0,0,0,1,1,0,0,1,833.9285714,2321.4,6.888888889,112,0,0,0,0,0,0,5,11607,9,62,229,256,3,20,2578377.0,0.0,2578377,2578377,74300000.0,0.0,74300000,74300000,BENIGN
80,1108742,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,10492.07119,8.117307724,138592.75,391654.0842,1107887,3,732,366.0,493.5605333,715,17,1108691,221738.2,495372.3375,1107887,3,0,0,0,0,72,132,2.705769241,5.411538482,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
443,95210,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,21.00619683,95210.0,0.0,95210,95210,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,10.50309841,10.50309841,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,304,252,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5865876,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,5.114325635,0.852387606,1466469.0,2931600.704,5863870,3,5865876,1466469.0,2931600.704,5863870,3,0,0.0,0.0,0,0,0,0,0,0,100,0,0.852387606,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2006.0,0.0,2006,2006,5863870.0,0.0,5863870,5863870,DDoS
80,277258,3,5,26,11601,20,0,8.666666667,10.26320288,5840,0,2320.2,2436.833027,41935.67003,28.85399159,39608.28571,101214.1332,269058,53,7582,3791.0,5215.619618,7479,103,277203,69300.75,133215.9487,269058,184,0,0,0,0,72,112,10.82024685,18.03374474,0,5840,1291.888889,2110.95076,4456113.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,535844,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,21709.6767,16.79593314,66980.5,188937.2127,534576,20,725,362.5,484.3681451,705,20,535753,107150.6,238938.3161,534576,47,0,0,0,0,72,132,5.598644382,11.19728876,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
443,5345402,9,5,357,3190,200,0,39.66666667,73.03766152,1468,0,638.0,756.8989365,663.5609445,2.619073364,411184.7692,1364054.84,4949189,18,5345402,668175.25,1730561.896,4949189,18,263124,65781.0,73187.34453,152910,200,0,0,0,0,296,168,1.68369002,0.935383344,0,1468,236.4666667,503.1964778,253206.6952,0,0,0,1,0,0,0,0,0,253.3571429,39.66666667,638.0,296,0,0,0,0,0,0,9,357,5,3190,29200,31,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,46841,4,2,140,190,35,35,35.0,0.0,95,95,95.0,0.0,7045.110053,128.0929101,9368.2,13689.99553,30192,2,30197,10065.66667,17429.91596,30192,2,3,3.0,0.0,3,3,0,0,0,0,104,64,85.39527337,42.69763669,35,95,52.14285714,29.27700219,857.1428571,0,0,0,0,0,0,0,0,0,60.83333333,35.0,95.0,104,0,0,0,0,0,0,4,140,2,190,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,47949,3,4,443,872,437,0,147.6666667,250.5879752,860,0,218.0,428.0093457,27424.97237,145.9884461,7991.5,11969.54537,23685,4,24292,12146.0,16498.21542,23812,480,24264,8088.0,13612.33147,23804,4,0,0,0,0,72,92,62.56647688,83.42196918,0,860,164.375,319.4915324,102074.8393,0,0,0,1,0,0,0,0,1,187.8571429,147.6666667,218.0,72,0,0,0,0,0,0,3,443,4,872,8192,31,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,1309601,3,4,26,11601,20,0,8.666666667,10.26320288,7215,0,2900.25,3540.00286,8878.276666,5.345139474,218266.8333,524727.1693,1289265,98,20025,10012.5,11585.94461,18205,1820,1309503,436501.0,738582.4742,1289265,157,0,0,0,0,72,92,2.29077406,3.054365414,0,7215,1453.375,2786.259804,7763243.696,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
64723,82212222,5,9,12982,56,11595,0,2596.4,5065.280279,20,0,6.222222222,5.783117191,158.5895586,0.170290982,6324017.077,21700000.0,78500000,1,82200000,20600000.0,40800000.0,81700000,5,81700000,10200000.0,27600000.0,78500000,1,1,0,0,0,112,204,0.060818208,0.109472774,0,11595,960.8666667,2980.615849,8884070.838,0,1,0,0,1,1,0,0,1,1029.5,2596.4,6.222222222,112,0,0,0,0,0,0,5,12982,9,56,229,256,3,20,3276892.0,0.0,3276892,3276892,78500000.0,0.0,78500000,78500000,BENIGN
80,728715,3,5,26,11607,20,0,8.666666667,10.26320288,10220,0,2321.4,4455.182578,15963.71695,10.9782288,104102.1429,274685.0496,727029,35,1315,657.5,260.9224023,842,473,728647,182161.75,363245.213,727029,163,0,0,0,0,72,112,4.1168358,6.861393,0,10220,1292.555556,3378.299021,11400000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
53,121387,4,2,140,402,35,35,35.0,0.0,201,201,201.0,0.0,4465.058038,49.42868676,24277.4,39301.83576,90348,3,31036,10345.33333,17911.71475,31028,4,3,3.0,0.0,3,3,0,0,0,0,128,40,32.95245784,16.47622892,35,201,82.42857143,80.99970605,6560.952381,0,0,0,0,0,0,0,0,0,96.16666667,35.0,201.0,128,0,0,0,0,0,0,4,140,2,402,-1,-1,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,11532683,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.0810422,0.346840367,3844227.667,6657501.315,11500000,43,11500000,3844227.667,6657501.315,11500000,43,0,0.0,0.0,0,0,0,0,0,0,80,0,0.346840367,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1035.0,0.0,1035,1035,11500000.0,0.0,11500000,11500000,DDoS
80,7974786,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,3.761856431,0.626976072,1993696.5,3986721.027,7973778,2,7974786,1993696.5,3986721.027,7973778,2,0,0.0,0.0,0,0,0,0,0,0,100,0,0.626976072,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1008.0,0.0,1008,1008,7973778.0,0.0,7973778,7973778,DDoS
53,1219,2,2,72,246,36,36,36.0,0.0,123,123,123.0,0.0,260869.5652,3281.378179,406.3333333,699.4614595,1214,1,1,1.0,0.0,1,1,4,4.0,0.0,4,4,0,0,0,0,40,40,1640.689089,1640.689089,36,123,70.8,47.6518625,2270.7,0,0,0,0,0,0,0,0,1,88.5,36.0,123.0,40,0,0,0,0,0,0,2,72,2,246,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,1570007,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,19.10819506,3.184699177,392501.75,784323.6448,1568987,3,1570007,392501.75,784323.6448,1568987,3,0,0.0,0.0,0,0,0,0,0,0,100,0,3.184699177,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,81266060,9,5,62,11607,20,0,6.888888889,5.30199124,7215,0,2321.4,3327.769794,143.5900793,0.17227364,6251235.385,20200000.0,73000000,1,81100000,10100000.0,25600000.0,73000000,1,183986,45996.5,91142.31714,182708,4,0,0,0,0,192,112,0.11074734,0.0615263,0,7215,778.3333333,2107.034872,4439595.952,0,0,0,0,1,0,0,0,0,833.9285714,6.888888889,2321.4,192,0,0,0,0,0,0,9,62,5,11607,256,229,7,20,1001.0,0.0,1001,1001,40500000.0,45900000.0,73000000,8055809,DDoS
80,11984687,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.002555428,0.333759238,3994895.667,6918496.258,12000000,2,12000000,3994895.667,6918496.258,12000000,2,0,0.0,0.0,0,0,0,0,0,0,80,0,0.333759238,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1000.0,0.0,1000,1000,12000000.0,0.0,12000000,12000000,DDoS
53,31216,2,2,62,240,31,31,31.0,0.0,120,120,120.0,0.0,9674.525884,128.1394157,10405.33333,18016.50383,31209,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,64.06970784,64.06970784,31,120,66.6,48.74730762,2376.3,0,0,0,0,0,0,0,0,1,83.25,31.0,120.0,40,0,0,0,0,0,0,2,62,2,240,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,32545,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,357443.5397,215.0868029,5424.166667,12839.67005,31628,5,790,395.0,469.5189027,727,63,32499,10833.0,18014.14303,31628,5,0,0,0,0,72,92,92.18005838,122.9067445,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,71640,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,162381.3512,111.6694584,10234.28571,26652.60138,70676,4,703,351.5,344.3610024,595,108,71450,17862.5,35209.7927,70676,4,0,0,0,0,72,112,41.8760469,69.7934115,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,81591427,8,6,56,11601,20,0,7.0,5.656854249,4380,0,1933.5,1757.789948,142.8704023,0.171586655,6276263.615,20300000.0,73600000,3,81600000,11700000.0,27500000.0,73600000,3,12560,2512.0,4073.448907,9482,14,0,0,0,0,172,132,0.098049517,0.073537138,0,4380,777.5333333,1434.571657,2057995.838,0,0,0,0,1,0,0,0,0,833.0714286,7.0,1933.5,172,0,0,0,0,0,0,8,56,6,11601,256,229,6,20,1000.0,0.0,1000,1000,40800000.0,46400000.0,73600000,8008937,DDoS
80,10075741,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.381958806,0.396993134,3358580.333,5817227.449,10100000,1,10100000,3358580.333,5817227.449,10100000,1,0,0.0,0.0,0,0,0,0,0,0,80,0,0.396993134,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,5.0,0.0,5,5,10100000.0,0.0,10100000,10100000,DDoS
40529,5167851,1,6,6,36,6,6,6.0,0.0,6,6,6.0,0.0,8.127169301,1.354528217,861308.5,2093172.592,5133908,1,0,0.0,0.0,0,0,5136947,1027389.4,2295613.836,5133908,1,0,0,0,0,20,120,0.193504031,1.161024186,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,6,6.857142857,6.0,6.0,20,0,0,0,0,0,0,1,6,6,36,229,0,0,20,33943.0,0.0,33943,33943,5133908.0,0.0,5133908,5133908,BENIGN
443,75200632,21,19,2329,7090,531,0,110.9047619,191.6979146,2920,0,373.1578947,725.2775915,125.2516069,0.531910423,1928221.333,3656289.167,10100000,4,70700000,3533273.05,4521517.013,10100000,196,75100000,4174977.278,4532358.715,10100000,4,0,0,0,0,432,388,0.279252972,0.252657451,0,2920,229.7317073,523.0583631,273590.0512,0,0,0,1,0,0,0,0,0,235.475,110.9047619,373.1578947,432,0,0,0,0,0,0,21,2329,19,7090,8192,504,20,20,1756144.5,4175980.01,10300000,51160,10000000.0,40034.34535,10100000,9995189,BENIGN
80,5048885,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,4.753524788,0.792254131,1682961.667,2910640.0,5043878,1,5048885,1682961.667,2910640.0,5043878,1,0,0.0,0.0,0,0,0,0,0,0,80,0,0.792254131,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,5007.0,0.0,5007,5007,5043878.0,0.0,5043878,5043878,DDoS
80,753229,3,4,26,11601,20,0,8.666666667,10.26320288,8675,0,2900.25,4088.041942,15436.20864,9.293322482,125538.1667,299054.966,735836,45,16995,8497.5,11445.93747,16591,404,753174,251058.0,419912.4168,735836,353,0,0,0,0,72,92,3.982852492,5.31046999,0,8675,1453.375,3091.095642,9554872.268,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
443,5809784,7,5,329,149,229,0,47.0,82.30836329,92,0,29.8,39.1177709,82.27500368,2.065481264,528162.1818,1732900.182,5753005,3,5809784,968297.3333,2353028.128,5771362,3,40708,10177.0,9398.817372,19771,3,0,0,0,0,152,112,1.204864071,0.860617193,0,229,36.76923077,63.96373171,4091.358974,0,0,0,1,0,0,0,0,0,39.83333333,47.0,29.8,152,0,0,0,0,0,0,7,329,5,149,8192,2199,6,20,56776.0,0.0,56776,56776,5753005.0,0.0,5753005,5753005,BENIGN
80,10380724,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,2.889971836,0.481661973,2595181.0,5183719.05,10400000,978,10400000,2595181.0,5183719.05,10400000,978,0,0.0,0.0,0,0,0,0,0,0,100,0,0.481661973,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,9966.0,0.0,9966,9966,10400000.0,0.0,10400000,10400000,DDoS
80,10015741,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,2.995285122,0.499214187,2503935.25,5006544.522,10000000,4,10000000,2503935.25,5006544.522,10000000,4,0,0.0,0.0,0,0,0,0,0,0,100,0,0.499214187,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1989.0,0.0,1989,1989,10000000.0,0.0,10000000,10000000,DDoS
80,8538706,6,0,36,0,6,6,6.0,0.0,0,0,0.0,0.0,4.216095507,0.702682584,1707741.2,3818041.238,8537661,246,8538706,1707741.2,3818041.238,8537661,246,0,0.0,0.0,0,0,0,0,0,0,120,0,0.702682584,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.0,6.0,0.0,120,0,0,0,0,0,0,6,36,0,0,256,-1,5,20,1045.0,0.0,1045,1045,8537661.0,0.0,8537661,8537661,DDoS
15471,5153571,1,6,6,36,6,6,6.0,0.0,6,6,6.0,0.0,8.149688827,1.358281471,858928.5,2090992.574,5127125,1,0,0.0,0.0,0,0,5147951,1029590.2,2290605.119,5127125,1,0,0,0,0,20,120,0.19404021,1.164241261,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,6,6.857142857,6.0,6.0,20,0,0,0,0,0,0,1,6,6,36,229,0,0,20,26446.0,0.0,26446,26446,5127125.0,0.0,5127125,5127125,BENIGN
53,221,2,2,76,332,38,38,38.0,0.0,166,166,166.0,0.0,1846153.846,18099.54751,73.66666667,89.31032042,173,0,48,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0,0,0,40,40,9049.773756,9049.773756,38,166,89.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,111.5,38.0,166.0,40,0,0,0,0,0,0,2,76,2,332,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,513281,3,5,26,11601,20,0,8.666666667,10.26320288,5840,0,2320.2,2436.833027,22652.30936,15.58600455,73325.85714,190015.4089,504189,48,8279,4139.5,5715.544112,8181,98,513160,128290.0,250626.5182,504189,192,0,0,0,0,72,112,5.844751705,9.741252842,0,5840,1291.888889,2110.95076,4456113.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
443,327825,11,9,593,5839,197,0,53.90909091,72.48648777,2558,0,648.7777778,940.9563988,19620.2242,61.00815984,17253.94737,26585.57049,101932,3,327825,32782.5,33620.54363,101932,3,150910,18863.75,27895.45079,65825,49,0,0,0,0,232,192,33.55448791,27.45367193,0,2558,306.2857143,670.2941998,449294.3143,0,0,0,1,0,0,0,0,0,321.6,53.90909091,648.7777778,232,0,0,0,0,0,0,11,593,9,5839,8192,123,10,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,71229661,8,4,56,11601,20,0,7.0,5.656854249,8760,0,2900.25,4128.319301,163.6537341,0.168469144,6475423.727,21200000.0,70300000,58,71200000,10200000.0,26500000.0,70300000,84,34165,11388.33333,16076.24242,29788,59,0,0,0,0,172,92,0.112312763,0.056156381,0,8760,897.1538462,2488.507044,6192667.308,0,0,0,0,1,0,0,0,0,971.9166667,7.0,2900.25,172,0,0,0,0,0,0,8,56,4,11601,256,229,6,20,870425.0,0.0,870425,870425,70300000.0,0.0,70300000,70300000,DDoS
80,97692656,8,5,56,11607,20,0,7.0,5.656854249,10220,0,2321.4,4455.182578,119.3846137,0.133070392,8141054.667,27300000.0,94700000,1,96600000,13800000.0,35700000.0,94700000,1,1143223,285805.75,570926.2851,1142195,1,0,0,0,0,172,112,0.081889472,0.05118092,0,10220,833.5,2726.136143,7431818.269,0,0,0,0,1,0,0,0,0,897.6153846,7.0,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,1861025.0,0.0,1861025,1861025,94700000.0,0.0,94700000,94700000,DDoS
9573,73,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,164383.5616,27397.26027,73.0,0.0,73,73,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,13698.63014,13698.63014,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,343,16464,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,1043684,3,5,26,11601,20,0,8.666666667,10.26320288,5840,0,2320.2,2436.833027,11140.34516,7.665155354,149097.7143,392151.1924,1038405,5,4838,2419.0,3094.299274,4607,231,1043679,260919.75,518328.3531,1038405,157,0,0,0,0,72,112,2.874433258,4.790722096,0,5840,1291.888889,2110.95076,4456113.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
53,24234,2,2,72,462,36,36,36.0,0.0,231,231,231.0,0.0,22035.15722,165.0573574,8078.0,13945.62523,24181,4,4,4.0,0.0,4,4,49,49.0,0.0,49,49,0,0,0,0,64,40,82.52867872,82.52867872,36,231,114.0,106.8058987,11407.5,0,0,0,0,0,0,0,0,1,142.5,36.0,231.0,64,0,0,0,0,0,0,2,72,2,462,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
17354,10245395,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,3.513773749,0.585628958,2049079.0,4558583.179,10200000,4,0,0.0,0.0,0,0,10200000,2555937.0,5098516.835,10200000,4,0,0,0,0,20,100,0.097604826,0.488024132,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,41694.0,0.0,41694,41694,10200000.0,0.0,10200000,10200000,BENIGN
443,15956392,11,12,780,6488,430,0,70.90909091,135.3820184,2273,0,540.6666667,758.4009893,455.4914419,1.441428614,725290.5455,2259180.827,9725171,3,11000000,1097449.3,3033393.814,9725171,9180,15900000,1442775.455,3124316.76,9810963,3,0,0,0,0,256,264,0.689378902,0.752049711,0,2273,302.8333333,585.0431918,342275.5362,0,0,0,1,0,0,0,0,1,316.0,70.90909091,540.6666667,256,0,0,0,0,0,0,11,780,12,6488,8192,245,8,20,1249322.0,0.0,1249322,1249322,9725171.0,0.0,9725171,9725171,BENIGN
80,1296288,3,5,26,11607,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,8974.086006,6.171468069,185184.0,489568.9754,1295422,1,668,334.0,349.3107499,581,87,1296238,324059.5,647575.7172,1295423,6,0,0,0,0,72,112,2.314300526,3.857167543,0,5840,1292.555556,2554.159212,6523729.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,1776854,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,6543.587712,3.939547087,296142.3333,723432.7485,1772841,98,3718,1859.0,2282.54069,3473,245,1776706,592235.3333,1022435.972,1772841,197,0,0,0,0,72,92,1.688377323,2.251169764,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,726419,3,5,26,11601,20,0,8.666666667,10.26320288,4380,0,2320.2,2207.341206,16005.91394,11.0129278,103774.1429,267824.114,711022,137,14877,7438.5,10308.90976,14728,149,726168,181542.0,353053.4959,711022,186,0,0,0,0,72,112,4.129847925,6.883079875,0,4380,1291.888889,1980.710254,3923213.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,5329878,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,4.502917328,0.750486221,1776626.0,3075498.853,5327906,4,5329878,1776626.0,3075498.853,5327906,4,0,0.0,0.0,0,0,0,0,0,0,80,0,0.750486221,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1972.0,0.0,1972,1972,5327906.0,0.0,5327906,5327906,DDoS
80,3462960,6,0,36,0,6,6,6.0,0.0,0,0,0.0,0.0,10.39573082,1.732621803,692592.0,1547563.162,3460957,1,3462960,692592.0,1547563.162,3460957,1,0,0.0,0.0,0,0,0,0,0,0,120,0,1.732621803,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.0,6.0,0.0,120,0,0,0,0,0,0,6,36,0,0,256,-1,5,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,81229722,8,4,56,11601,20,0,7.0,5.656854249,7215,0,2900.25,3540.00286,143.5065849,0.147729177,7384520.182,20800000.0,69000000,4,81100000,11600000.0,25700000.0,69000000,4,136911,45637.0,74058.69191,131095,190,0,0,0,0,172,92,0.098486118,0.049243059,0,7215,897.1538462,2250.514898,5064817.308,0,0,0,0,1,0,0,0,0,971.9166667,7.0,2900.25,172,0,0,0,0,0,0,8,56,4,11601,256,229,6,20,7988.0,0.0,7988,7988,40500000.0,40300000.0,69000000,12100000,DDoS
80,10694888,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.244062771,0.374010462,3564962.667,6174693.002,10700000,1,10700000,3564962.667,6174693.002,10700000,1,0,0.0,0.0,0,0,0,0,0,0,80,0,0.374010462,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,4.0,0.0,4,4,10700000.0,0.0,10700000,10700000,DDoS
80,4236774,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,5.664687331,0.944114555,1412258.0,2444500.537,4234924,322,4236774,1412258.0,2444500.537,4234924,322,0,0.0,0.0,0,0,0,0,0,0,80,0,0.944114555,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
53,79965,1,1,44,60,44,44,44.0,0.0,60,60,60.0,0.0,1300.568999,25.01094229,79965.0,0.0,79965,79965,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,12.50547114,12.50547114,44,60,49.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,74.0,44.0,60.0,20,0,0,0,0,0,0,1,44,1,60,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
