 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Label
16745,138594,13,22,8491,13663,1063,48,768.5151971561511,458.55406448504806,1291,27,402.7214686117817,66.08021005785218,266554.72018190223,2891.0516081707483,1,1,1,1,1,0,0,0,1.5614456275510231,BENIGN
23590,33788,41,48,4988,8530,221,41,248.39516942938465,72.75575824745471,202,70,471.7990697093898,12.653083478781973,281545.24259259447,7896.139788459038,0,1,1,0,1,0,1,0,0.7230407159986783,BENIGN
31909,606201,37,9,1197,1404,970,32,582.3608671299299,64.05329239789717,1375,97,682.9482375283023,283.7403184296596,842636.3162618421,3077.272469217602,0,1,0,0,1,0,0,1,0.6025832185018225,BENIGN
44098,298091,13,26,12154,226,542,99,745.0636087238936,128.93466009995396,986,48,665.8622232056877,414.5348633774297,823289.7779614126,8806.873351731276,0,0,1,0,0,1,1,0,1.267815662817975,BENIGN
52570,709623,1,35,2871,7434,534,24,109.75362164572284,277.8426363396985,1021,9,613.719935862038,314.89831585507176,759042.0477390805,1047.0496483683723,1,0,1,0,1,0,0,0,0.8149182505592367,PortScan
51427,79084,48,9,3327,7938,470,30,611.0601748516557,478.4917098209572,870,88,465.2346641324023,267.2736726530369,871763.8684188838,967.4227438794612,0,0,0,1,1,1,0,1,1.937643243857464,BENIGN
1928,629086,4,13,1323,10142,724,80,640.7878656958738,271.43510944065895,1405,42,776.6188878280656,148.03201493637786,692850.5950678309,1637.0613060649655,0,0,1,1,1,1,0,1,0.7683849540715549,BENIGN
14251,141215,22,40,3643,14319,902,95,895.4675753093475,417.9564742746601,255,1,139.66689039916042,268.34882046041,229697.3649529329,2232.706404242117,0,1,1,0,0,1,0,0,1.4700901764046437,BENIGN
21156,588613,38,48,8946,8048,123,26,577.3284713657686,112.81056198262868,1136,51,827.0803126042192,235.6493259366798,13891.292800518257,5056.60081763126,0,1,1,1,1,0,1,1,1.0919995858457094,BENIGN
11790,81775,49,17,2267,1020,1018,49,73.11237954933605,351.04392158467954,851,44,289.1348132454348,41.17198773184502,33913.092673855615,5409.289146498066,1,0,0,1,1,1,0,1,1.343154497463154,DDoS
34036,911633,40,35,1133,2464,593,38,566.3576594554174,14.124933801867265,1256,59,243.1406724527927,400.6231846838751,558580.9596932272,4635.485377785552,1,0,0,1,1,1,1,0,0.5385979478056246,BENIGN
50249,627036,35,30,4096,13098,995,53,766.1133095801176,420.61654684665103,1378,49,762.9891812568354,439.7968227493217,394762.0239538119,8026.594321079327,1,1,1,0,1,1,1,1,1.808343754601219,BENIGN
17332,632260,41,15,14458,5781,1481,27,999.6895449799875,261.5659820252485,1372,17,750.1677046349672,254.1347891271328,11250.767376090893,858.9438192980152,0,1,1,0,0,0,0,1,1.9002574476654648,BENIGN
11938,911580,37,39,1439,4019,328,74,883.0053854464064,353.88796186840455,1034,85,234.2812015007052,33.953231998411724,188709.6224244573,647.3995498301048,0,1,1,0,0,0,0,1,1.5469856606313244,BENIGN
28754,852130,1,38,14622,13558,991,80,315.6146519970704,129.14804558794373,767,26,751.9843169868392,152.21989510637832,600248.784576871,7437.00868690363,1,0,0,0,1,1,0,0,0.7633938209368132,BENIGN
21854,325997,41,21,13314,7451,1012,6,88.46343311188923,130.07641573097777,1157,95,196.87715990018955,177.5409158069608,576811.462354494,4375.144814744408,1,0,1,1,1,1,0,0,1.0615556594111557,BENIGN
1919,45095,26,20,1070,2750,366,87,413.5647359969343,90.47405791895132,526,1,622.0062771495725,416.8539147918413,88429.17739244753,8018.033078204028,0,1,0,1,1,1,1,1,1.025332663941602,BruteForce
58874,308619,16,26,7724,13911,1395,80,760.1435200989368,214.34768364630017,805,36,429.7972965149189,486.87503135130265,774474.9035864962,7479.35486445751,1,1,1,1,0,1,1,1,0.520094893585916,BruteForce
4452,164686,23,34,8773,6844,1364,8,383.5865060289714,102.80436998501754,514,60,63.63374410602884,407.5300597898394,202793.0498728085,5635.557329078613,0,1,1,0,0,0,1,0,0.753842288507466,BENIGN
2068,508680,38,1,4632,5174,641,50,450.13181083412127,32.71024100653476,1438,39,711.3648391132198,39.07374650071996,182459.373053398,5970.400131293554,0,0,0,0,0,1,1,0,0.945618295642472,BENIGN
25678,950418,25,34,5995,10261,911,28,548.6873800312942,300.0883405397847,655,59,246.4424813579141,10.181943791668806,864643.2530837146,7748.824176604935,1,1,0,1,1,1,0,1,0.738459525311434,BENIGN
10477,874632,21,13,14493,6652,323,26,807.1382720210362,47.40377605325158,1226,43,506.1805734559265,331.9752420775999,423593.9354863743,8567.395218350173,1,0,1,1,0,0,0,1,0.9837206090900696,BENIGN
65338,601764,18,9,13363,8068,1114,53,391.1172400909937,82.34936320662102,1114,83,461.7378065032483,352.85604675331484,246509.01655645523,6328.989905859479,1,0,0,1,0,0,1,0,0.6157719008311059,BENIGN
60941,888737,23,6,7065,2991,303,63,974.8502242453892,449.8530616320696,629,79,194.02832863604715,491.6807378253145,787305.2051528773,8917.201558522604,0,1,0,1,1,0,0,1,1.2098480517898569,BENIGN
45607,221973,39,45,2252,7298,915,65,568.2137406541138,355.93229109706886,1077,18,524.3192311049005,441.2919369986215,106101.7220640234,6074.783333745673,0,1,0,1,1,1,1,0,1.168587477187789,BENIGN
48945,168384,21,24,6796,5464,1496,83,714.0760433399903,329.7941086790669,951,8,549.6533213183255,302.31118938885544,824338.3763731146,1947.8421191796367,1,1,1,0,0,1,1,0,1.6249931905863306,BENIGN
25773,239704,33,11,9780,2967,1440,48,576.9441893171842,157.38642013781595,777,54,643.345108517791,152.17899725225593,592169.1007006244,2930.0777989477706,0,1,1,1,1,1,1,0,1.4003372555099305,DoS
1326,323391,40,2,6948,9931,1202,45,945.2177701882852,29.8554951214985,1331,62,368.3954854912046,95.23480674020075,257431.13088387804,460.0192450587001,0,1,0,1,0,0,0,0,1.6317368707752535,BENIGN
50879,909828,9,27,2331,11775,586,32,575.1997061855299,489.0585139541327,1395,31,425.3039349230879,134.9551692704824,762175.837385234,2140.8144753523297,0,0,0,0,0,0,1,0,1.1104436876094446,BENIGN
31085,243374,1,37,2881,5918,558,91,173.93285472382422,199.7505672712458,271,81,374.9280388743729,401.4887673062738,434766.8269494619,7288.163111851439,1,0,0,0,0,1,0,1,1.639149118513766,BENIGN
41625,812468,28,39,1082,3723,582,33,921.6484908688308,238.26910472864645,364,55,628.2387283198228,452.21044085871966,117390.27504091823,7692.732551380131,1,0,0,1,0,1,0,1,0.5983647699428616,BENIGN
1937,991121,19,12,6907,7383,249,42,428.7092684365648,298.3660307032961,499,42,590.6739775768192,450.506694118675,224140.51700545015,3261.932188685286,0,1,0,1,1,1,0,0,0.6921551485570869,BENIGN
62342,906296,4,32,2284,833,208,45,158.07433935661922,311.5079228897624,650,69,217.1461134587373,391.89697436912337,647264.4961326678,9453.286197850795,0,0,1,1,0,0,1,1,1.628006359461717,BENIGN
54914,885422,46,23,13927,4478,273,66,768.6537948983918,206.92800867187668,1489,92,455.0181601683286,150.77389392675232,796417.5552488826,5791.169808435216,1,1,0,0,1,1,1,0,1.9273526300528705,BENIGN
63376,519818,6,13,10635,7727,317,11,282.5907212217988,176.31391831045903,1119,49,626.6780720376051,433.80239154927136,898945.4977110082,8907.902572571677,0,1,0,0,0,0,0,1,0.8803087961157288,BruteForce
50471,987548,41,24,1811,13304,230,31,61.7122512617084,39.76259150857659,1091,57,238.8046273273912,278.9569751323254,142365.39267921002,7053.990752879853,0,1,0,1,0,1,1,0,0.6823581431713148,DDoS
12553,878880,45,45,11203,8588,204,58,201.31888548198555,458.9375671264656,1294,22,330.54089801898004,436.0371069794464,691185.1839559472,3491.0609159094934,0,0,0,1,1,1,0,1,1.9408104073726704,BENIGN
24180,895332,49,14,10913,14251,32,78,876.6001854268991,336.6215936150643,932,52,838.374336037461,370.98201451066745,399042.2541674443,2236.214012277221,1,1,0,0,1,0,1,0,0.6648222687240349,BENIGN
43323,418444,42,17,5232,681,121,79,773.0550590609951,9.731302143293949,847,35,646.8284046451495,224.79913820498535,667401.1500335357,8323.559461706715,0,0,1,0,0,0,1,1,0.9467071694985612,BENIGN
35526,330930,27,47,5012,6462,450,94,207.13085927629103,427.7304076307026,1215,51,200.76757674041963,121.19510270048217,214156.7869981391,1329.128218317711,0,1,0,1,0,1,0,1,1.7671929625720555,BENIGN
61906,124482,35,43,8274,11981,1490,71,71.1866196537114,365.7729028255402,1269,13,140.22863264734795,194.60668736079137,390062.2113613259,2712.902114766549,1,0,0,0,0,0,1,1,0.5433410635344755,BENIGN
10749,151095,47,10,8168,1501,9,63,631.8650317422292,340.7835615802349,139,61,726.7103517392712,319.8412876917768,766370.1597181384,3145.663196028508,0,1,1,1,1,1,0,1,1.850362264596692,BENIGN
34774,662785,45,21,7934,9331,294,47,145.34912034030123,215.30962389866545,916,78,589.5244781097377,447.27360896831993,508063.0503317094,1620.4130268956385,1,1,0,0,0,1,0,1,0.5933810840987194,BENIGN
41144,541358,17,21,12162,7820,942,36,404.7910059530859,311.2054959430452,1390,75,136.853820454853,39.90878669240406,31605.05651393712,2745.016798606609,0,0,1,0,1,0,0,0,1.4823927599042248,BENIGN
38311,914004,37,13,14064,4629,207,30,569.1734975993744,31.93236976885822,307,60,660.0609034068567,343.12582269472205,499449.9821015805,4533.473360733881,0,0,0,0,1,1,1,0,1.1528255137621897,BruteForce
20607,662213,5,27,941,12639,242,45,54.41225893073933,360.990101806852,1418,82,438.5565535687305,419.1363136164484,496670.2388111845,2825.776506843174,0,1,1,0,1,1,0,1,0.6898000173588348,BENIGN
6913,647009,32,26,9437,4657,639,45,203.6271394136026,195.93750231041747,1328,90,806.234921906676,327.4819896081905,374889.1182667632,802.3534099801086,1,0,0,0,1,1,1,0,1.7271272575394614,BENIGN
47340,478367,44,19,2811,12337,541,72,162.08004946517443,498.0926813120025,877,43,649.5800513974086,76.70179456158625,88007.15664455952,3457.811229067697,0,1,0,0,0,1,0,0,1.440184311269893,BENIGN
38779,948700,49,26,6584,13696,796,47,767.5313451144488,8.669711612910199,1156,90,988.6187345560348,109.75043597485974,664145.0254691126,4171.150996638815,0,1,0,0,1,0,1,1,1.9333574104521347,DDoS
37103,30901,28,18,8929,928,1100,1,582.2668066133664,306.88023496589267,131,65,268.604001681848,55.07423143493332,626876.9449291709,2792.3101216664318,1,1,0,1,1,1,0,0,1.6201961543680112,DDoS
8738,4868,24,30,231,318,1122,19,938.2800747512136,215.54974430474212,1490,18,479.4695007212173,62.785772473680375,120617.04796468651,5749.872764738737,1,1,0,0,0,1,1,0,0.8116746854345528,BruteForce
24353,957860,17,5,12233,12169,301,23,330.63058048654864,482.3277914157973,701,26,821.0320583392731,264.3171049869566,251914.6548077017,4906.219466212191,0,0,1,0,1,0,1,1,0.8543531511919704,DoS
6285,893742,18,26,11469,12614,681,83,57.81197481944695,487.1005888687623,1489,65,979.0159844611596,414.0498547118341,375259.2357332636,2106.425968972465,0,1,0,1,0,1,1,1,1.2676253416805792,BENIGN
56274,91659,34,9,13157,4544,1488,62,927.873915029556,263.4264177129799,1441,58,367.8488046572198,340.73377992925305,57357.89233787267,9821.77037405417,0,1,1,0,1,1,1,1,0.6453404238842986,BENIGN
23341,672281,36,18,7654,14501,1204,48,534.7051373744839,373.2133140396447,755,57,248.88071016945904,99.53004588526191,693906.6226238969,7782.016687671059,1,1,0,0,1,1,1,0,0.8948069733385214,BENIGN
17328,898851,42,13,14797,6598,713,37,487.3106355389412,56.94489426233498,797,43,72.86368643972511,489.40518528692667,430593.5637576648,8162.325331155602,1,0,0,0,1,1,0,1,1.2383721515560442,BENIGN
137,817053,41,30,3886,12060,171,75,477.6180590034768,18.251439923048284,239,88,87.68213920665448,331.3545365160061,923887.4586878972,1589.895443320089,1,0,1,0,0,1,1,0,1.2481526045639642,BENIGN
26934,676215,20,45,13432,2309,311,22,111.9844940937144,19.179100744979685,612,43,641.2756370112766,181.6000677544369,639429.1942108579,7920.881219957193,1,0,0,1,1,1,1,0,0.5508607409924432,DoS
8532,613859,29,35,10751,7695,464,65,233.16180753313628,458.0496825952254,1248,98,775.7577537946308,307.89737644530265,692422.8815897226,4583.345749020341,0,0,1,0,1,0,1,1,1.8919485379914271,BENIGN
25567,465758,16,11,2794,9309,784,59,910.654323234912,171.778803107199,585,31,566.2013928817856,247.2859950925636,693336.6392294709,5673.1294691015655,0,1,0,0,0,0,0,1,1.930135314989904,BENIGN
34642,692112,17,15,4675,3375,373,52,463.23118799364295,330.127041724534,511,28,357.1540985612088,138.7462574510121,287567.5794599168,6825.685216917334,1,0,0,0,0,0,1,0,1.4084153983595282,BENIGN
61496,742489,7,7,13331,9965,499,17,326.7088961429501,289.34470986169737,278,54,208.87209419777164,97.11458048905988,182136.15860602027,9243.345646680944,1,1,0,0,0,1,1,0,1.2672015415191589,BENIGN
1035,694893,37,48,12283,12232,709,16,727.3767921746419,364.7365797885132,202,62,84.13204180306425,453.2031649874161,167016.1020390959,9390.641124353246,1,0,1,1,0,1,0,0,1.6565204191974103,BENIGN
32930,155065,34,8,3357,14332,564,69,339.69777985979545,165.07956243331412,1441,85,781.6385290261069,10.699749963012902,171129.48542308807,6727.417092025593,0,1,1,1,0,1,1,1,1.475031203526953,BruteForce
60264,87536,7,4,893,1089,124,94,496.561675607201,433.9160687793569,1464,39,618.0142513967089,54.438708754329966,823713.1574268746,4719.044485882179,1,1,1,1,0,1,0,1,1.016575261624236,DDoS
17944,987472,8,24,14267,4051,25,99,842.7315041471114,42.09728628575593,1188,38,800.243777091725,376.2417419300076,423664.2824840504,1668.7503887811854,1,1,1,1,0,0,1,0,1.6161956545529663,BENIGN
13938,463548,15,27,10751,13031,901,64,809.3026676619696,213.2377073352596,871,20,934.2672711603344,400.8588876413045,310349.6490649,9709.23614924093,0,1,0,0,1,1,1,0,1.942905631406428,BENIGN
48210,312251,34,17,12411,3863,1317,15,842.220770437985,412.6092616108637,478,86,84.45957295549113,166.5488376711854,566822.8403474484,1015.4632649682012,0,0,1,1,0,0,1,0,1.5425907746255458,BENIGN
9544,523887,22,7,12062,5123,821,24,601.3972574911397,142.0663364217641,742,86,77.15974944272928,366.2733189123916,493290.1515851007,6486.25520624982,1,0,0,0,1,0,1,0,1.173431827007991,BENIGN
880,552077,26,28,7163,1097,743,4,56.609707938126654,239.1523869164316,358,82,680.6351383513872,485.9283794484635,42493.735685176056,8757.337259393606,1,1,0,1,0,0,0,1,1.5099197612008632,BENIGN
3456,898793,46,20,6381,2870,203,5,808.5711654237174,292.8466132639158,97,93,990.6428233657878,489.3640016306196,320583.0905122216,4724.449347083453,1,0,0,0,0,1,0,0,1.740293473874902,BENIGN
43424,830186,44,22,5725,1068,1480,55,579.8765211431587,439.03975913447096,1047,87,711.9431598864412,239.3810084347799,218841.2254884734,1903.0767374677143,1,0,1,1,0,0,1,1,0.5361945105776896,BENIGN
18560,994248,17,40,7379,9575,845,48,823.3635606537035,174.5042401492765,827,8,644.9432770756831,119.55146117977922,658936.5860072828,8885.046895104682,1,1,0,1,0,1,1,1,1.4094365150885368,BENIGN
8700,703651,3,44,8628,14196,1171,95,411.2291080927207,126.180435899006,327,5,495.9129480534655,342.6756242268407,995978.0844561356,4103.695639033653,1,1,0,1,1,0,1,0,0.6843558753747663,BENIGN
56688,567768,17,35,1457,14569,1264,59,902.9684309657788,462.2181310347022,898,3,988.0774795217156,110.23704116515432,322408.3112090671,5333.530350042769,1,1,0,0,1,0,1,0,0.711878153479496,BruteForce
19049,540286,38,6,4272,11295,1351,17,478.09225385276056,323.7514411412756,259,83,937.1207112594695,380.0437186026048,90153.62331265486,2228.3839159188115,0,1,0,0,0,1,1,0,1.6179246925931527,BENIGN
29506,58006,13,24,755,8211,95,7,586.5721420318731,486.1642375639786,1180,54,308.2900329997414,383.8751974308395,69477.25330173098,6502.784841157204,1,0,1,0,0,0,1,0,0.6483852211195082,BENIGN
36651,72716,15,2,3667,2893,637,35,955.455531017834,36.776765568918094,127,22,95.62411821991748,401.3353306864241,459874.1621155462,1340.292685370712,1,0,0,0,1,0,1,0,0.912864964951544,BENIGN
9064,160729,32,23,6748,243,204,72,390.7313836321113,194.51774730642296,418,51,514.4879646979973,176.77089583193313,377342.5378443417,5151.186925332664,1,1,1,1,0,0,0,0,1.7263774150787543,BruteForce
21969,855343,26,45,10687,13734,670,73,744.777840426008,175.8759953646932,783,65,779.6773366913602,76.19078592027486,754203.5365180882,1476.989948511139,0,1,1,0,1,0,1,1,1.0097575912767638,BENIGN
5728,268422,37,28,7211,5287,1192,54,792.7980730658112,314.20649897055563,995,30,772.6702815663017,416.9371532530084,641055.86718831,3807.5702447778367,1,0,0,1,0,0,1,0,1.4791726936080791,BruteForce
15068,174024,42,1,8223,6230,1144,31,184.73738725329116,97.65341144930268,956,96,989.1287746013868,315.5799044353259,54893.52935927612,9645.951506066249,0,1,1,0,0,1,0,0,1.5738377429659558,BENIGN
56199,871311,30,34,6618,3651,1162,8,932.6225422439824,40.79373451253177,1356,54,750.9268412075987,95.00196985087447,828321.8541646451,9788.17752432942,0,0,1,1,0,0,1,0,1.5740069419696676,BENIGN
48053,569937,40,18,143,9097,1228,54,645.3114991461704,337.4632461201979,1018,20,388.73746947090393,54.16643861275552,169487.30336715886,578.7341414390302,1,0,1,0,0,0,0,1,1.5918146639961162,BENIGN
58524,284565,23,9,10189,11958,191,90,925.988020893715,60.539676548993214,1224,18,335.5356908563729,123.375796138236,280904.6164729431,8824.629099245814,0,1,1,1,0,1,0,1,1.3779447199357209,BENIGN
10609,971249,7,28,3321,2402,1137,47,617.7475435357819,90.12534891255376,547,95,376.4109006466397,388.36175700205735,938448.134612258,5634.756618090448,0,1,0,0,0,1,0,0,0.711344554864966,BENIGN
2069,956332,10,48,1928,5579,1411,72,664.0816498325097,171.2773533278113,994,17,100.30801042875832,337.75939073129337,982271.0313483664,8260.645818185925,1,1,0,1,1,1,1,1,1.773246047126113,BENIGN
24097,796185,31,24,3402,14659,234,46,881.5626285060126,438.766837043285,714,11,971.1786708151276,194.80047543131627,884226.1029924514,2300.732549297912,1,1,0,0,1,0,0,1,0.7742360594610451,BENIGN
64476,968425,32,3,608,7220,539,10,586.542705186419,332.8122023977244,1101,86,530.378775376955,420.05600031282273,777609.333652631,3996.489944434078,1,0,0,1,0,0,1,1,0.9816028166486948,DDoS
11536,666924,36,12,14257,7245,1131,99,405.809344828489,95.9507682920018,300,66,691.0227920306883,184.37145802636311,921597.6731450836,7257.234168672605,0,0,0,1,1,0,1,1,1.5068760865786028,BENIGN
4755,767286,49,31,10950,8344,846,34,486.2011738571158,267.84654922276644,628,10,352.72201636398376,190.7216199251,320052.9536902128,3746.296808292862,1,0,1,0,0,0,1,0,0.6970027656141017,BENIGN
62462,16030,34,14,11335,940,798,87,592.2065546466539,130.1527226667548,1278,60,407.6936586616607,453.3138207980093,934634.3777637448,5634.491977000825,0,1,0,0,1,1,0,1,1.5970617227893409,BENIGN
10936,713937,39,24,14520,3302,450,96,732.5194009987642,254.5675260673313,597,86,905.7549652497258,33.327071668676936,364304.445323736,8277.793874352685,0,1,0,1,0,0,0,1,1.743787626130092,BENIGN
16799,245015,46,2,2244,967,684,8,859.2449683779865,317.83571534507706,978,73,668.8029747925709,221.9860484925566,492923.1985144184,3915.58588511438,0,1,1,0,0,1,0,1,1.839666684841247,BENIGN
27910,616413,33,29,11090,1423,1190,58,601.5887724582361,57.25994289863437,933,98,583.7619496854287,320.815349429262,150618.35921389534,5376.725595481438,0,1,1,0,0,0,0,1,0.693911319453006,BENIGN
60213,144833,29,16,10191,8072,266,64,852.2050164640825,90.73579722615648,319,65,191.5336204894928,45.60298130352204,793543.8847060278,444.73569760518177,1,0,1,0,0,1,0,0,1.4172470929853045,BENIGN
34921,866396,24,27,9757,141,844,50,675.0503201086776,188.31601507904617,1156,93,745.0162661520375,391.2002631951863,28841.90160429459,4434.5002023162215,0,1,1,1,1,0,1,0,1.1514601444254344,DoS
50138,896817,29,20,9731,9529,554,76,906.3175139701244,454.784502863478,326,25,310.33424358327426,387.8461455799374,485902.9109776943,8131.289574439303,1,1,1,1,1,0,1,0,1.5041686628438335,BENIGN
20387,74008,8,19,1852,12915,922,89,537.0755084023442,14.940803185361366,326,72,328.77920932710987,278.62033585716665,190119.76434244405,8677.367724439975,0,0,1,1,0,1,1,1,0.8671235360037844,DoS
8597,190869,11,45,9609,1822,1478,11,595.5568612442329,47.860742298778376,42,98,639.3209151716096,168.8715708667471,110554.55727130552,6816.151617755086,0,1,0,0,0,1,0,1,1.2303992728529485,BENIGN
4713,784569,49,23,4445,3458,341,79,932.4785201728236,395.792048714038,839,74,979.0227994917914,35.21285395626463,854328.5146188148,3377.744379974256,0,1,0,0,1,0,0,0,1.8597704622937328,DDoS
36417,645962,15,46,7670,3130,533,16,69.97356685862209,12.745422381322658,1480,29,150.48320384551087,155.7828482550418,795902.7107360539,9338.252471915768,1,1,0,0,0,0,0,1,1.4449631937736616,BENIGN
39755,529181,25,6,6629,7080,279,70,470.5763808478122,367.4928844001568,1315,72,408.0367928128002,271.12145754505696,533126.8034539127,1172.448273851363,1,1,1,0,1,1,0,1,0.7809084682992877,PortScan
16534,261502,42,32,12741,8904,1152,81,250.48641369818463,176.84758563877486,1172,80,138.10660536792287,177.09995329067752,245811.3328644892,7480.919955717943,0,0,1,1,0,1,1,0,0.9284065180395096,BENIGN
19107,105112,44,47,2380,6257,879,62,334.8914530530147,117.45967032519698,839,37,398.3806756297919,151.33882262293608,496689.74845444725,1640.941269246884,1,1,1,0,0,0,0,1,0.960136053685084,BENIGN
30543,519090,27,27,176,14143,365,18,254.7078836462959,19.741489723855864,1219,78,866.941809396811,186.85155889045532,247840.79691840836,5439.063872488521,1,1,1,0,1,1,1,0,1.5967056866009297,BENIGN
20506,534379,30,47,7552,13963,732,32,276.17490023428667,33.85630965251003,435,21,94.92048653689852,148.58650025803786,315638.06991073134,682.1091980199359,0,0,0,0,1,1,1,0,1.3304091914472889,BruteForce
60099,310932,34,6,13188,9494,387,60,401.8041666779961,320.5084709347832,67,55,701.8859907012787,71.09684178950934,154527.1431148987,3243.3972771511985,1,1,0,1,0,1,1,0,0.6949144993845962,BENIGN
60401,29302,19,15,7769,12578,8,92,244.5614486922086,491.0493033282,13,46,859.6892999928696,49.52221627114307,762109.2628197854,6512.025613147241,0,0,0,1,1,0,0,1,1.1464996837286443,BENIGN
4238,416924,7,38,2953,10775,127,53,471.6705097626982,181.98324219586496,11,57,197.20342733963653,426.8560446259155,401764.5313708516,889.0938899827755,0,0,0,1,1,0,1,1,1.4024880838453675,DoS
3969,323339,24,47,10553,4267,552,41,155.67972021380717,165.63637737471953,883,71,90.4661441933854,203.10736129158644,406076.4152819333,5707.239651092159,0,1,1,1,0,1,1,0,1.0937293367104464,DDoS
57759,481395,11,12,9180,1013,1462,86,268.5939111358211,43.35855768877069,108,51,778.1490371779257,412.3158221459105,62760.67404380143,9599.643556695171,1,0,1,1,1,1,1,0,0.6816996794843375,DoS
5319,416442,40,24,1354,746,849,3,307.61889642564324,144.10882350375022,151,96,677.6985992434951,205.13682273927012,634442.2782666275,5601.933050170175,1,0,1,1,1,1,1,1,0.9752021004228332,BENIGN
18404,860227,29,4,640,5784,676,56,335.21575596431705,113.58719220730868,1313,5,924.6774673903284,199.8841843498572,538594.5400901263,6953.8417111005765,0,1,1,0,1,0,1,0,1.924048474672047,BENIGN
34719,101521,34,18,11348,11378,1105,46,120.4511504853292,128.02532099635397,428,14,173.70342191227064,151.10654892285797,618694.7682948073,5759.962034230699,0,0,1,0,1,1,1,0,0.7804494590955693,BENIGN
51036,683735,48,29,13209,318,1057,72,811.68196661123,382.6074247762631,616,71,850.2820498174859,234.62538555749012,802501.5352025531,1918.8421722944915,1,0,1,0,0,0,1,1,1.8933003367268992,DDoS
58616,445378,17,48,2209,5299,546,40,864.7082919742815,425.9741943029762,853,98,362.64287102539697,494.4031013236297,199845.3802946371,1792.7241051856088,1,0,1,0,1,0,1,0,1.3718740919122625,BENIGN
45962,353060,17,28,6145,7272,490,9,517.3110520324109,84.41629857795803,1256,87,51.94494531099794,351.07995669777193,528331.2148263426,2480.2497486837533,0,0,0,1,0,1,1,1,1.8504056469852708,DDoS
45545,22432,3,23,11197,8999,1481,22,548.9879415889638,128.11004220340158,1268,96,56.17608948699474,70.68086285379373,476615.2984944515,6957.755150187965,1,1,1,0,1,0,1,0,1.5016969608904247,BENIGN
6260,519950,3,14,5359,2775,763,74,53.519556505908376,272.9585278302822,549,41,387.8288102308636,249.0749219092075,480128.94093122194,5791.517189033675,1,1,1,0,1,1,1,0,1.607751520459987,DDoS
15140,624223,26,43,11251,1852,1268,8,308.6181917021542,212.9241828345895,506,28,645.109083135918,411.2247657228109,612331.0529233087,992.626362982241,0,0,1,0,1,1,1,0,0.8799230816678228,BruteForce
58891,39500,48,47,12704,9497,1139,52,994.084447629535,431.25947030716674,44,88,959.373830909826,216.46182338474745,188805.3263100548,9500.726163575528,1,1,1,1,1,0,0,1,0.816827440640653,BENIGN
35173,507404,41,18,3236,9552,44,33,396.7740388368819,354.22381702825294,157,78,90.66250426470133,364.2556627578185,220879.2882878754,1051.5597460029394,1,0,0,1,1,0,1,1,0.5847613802877358,BENIGN
37698,612493,27,32,10215,14606,975,17,860.3083079900614,141.4861703054742,583,69,178.0181158363503,155.89082375587867,276847.95436968945,1990.0852082391336,0,0,1,0,0,1,0,1,0.6734052090064054,BENIGN
8328,440281,2,7,7212,4977,254,81,593.2762049031455,334.8811740037119,416,11,210.55127910517797,399.717319397408,681447.8223729789,2323.274213377292,1,0,1,0,1,1,0,0,1.995809496121787,BENIGN
27985,951442,32,23,5678,10945,1159,62,871.4261581953971,127.3514985742862,844,68,136.97794090740354,106.48451631168456,303655.12311444065,3446.803312518625,0,1,0,0,0,0,0,1,0.5006154737560802,BENIGN
42127,53269,49,25,12818,835,853,14,513.6876472517271,256.3917086199169,359,83,761.8618429224563,185.0619697159592,356815.0012694327,1061.278770007274,1,1,0,1,1,0,1,0,0.6685508800304173,BENIGN
11204,682721,38,14,4492,12006,1100,29,227.69640449523052,91.8502526787866,980,69,602.28181898909,399.7767211160675,701952.4390840245,7142.017200718391,0,0,0,1,1,1,1,1,1.0184781629639863,DDoS
11043,327826,31,20,12098,12665,1197,44,633.9106779881417,181.26438850859972,334,13,126.89407759356756,301.7998528187779,891521.9212630151,46.37259639644535,1,1,1,1,1,1,1,0,1.1021166060220726,BENIGN
18908,833488,16,21,6355,10421,445,45,797.3198902725294,331.6625261532347,744,67,553.2800441539562,358.4363366178926,844295.8620631346,659.2146374544043,0,0,1,1,0,0,1,0,1.7832474921623311,BENIGN
23772,251925,15,18,6795,1345,382,6,643.2036808251728,448.3562602557571,700,40,967.9962653085114,200.55392508357616,871311.4128245831,9570.25907638463,1,1,1,1,1,0,1,1,1.130800581092428,BENIGN
21286,312996,37,17,10717,10793,531,5,999.8960363998228,114.25546328169536,887,69,696.4786895082638,414.3826225595403,406685.41011486674,9538.27762116303,1,0,1,0,1,1,1,1,1.8717568314639823,DoS
36475,70120,18,24,10308,3184,399,47,89.94255627214746,280.88580703465107,1257,75,454.37077542482496,434.24622782575005,142044.7985951386,8501.302542297726,1,0,0,0,0,1,0,1,1.3238562137033008,BENIGN
